index,Tahun,Comments,preprocessed
6309,2024,Willy mau HP biar HP bekas,willy hp biar hp bekas
6310,2024,Enaknya bos Willie keren,enak bos willie keren
6311,2024,Pas di makan kayak kepiting andai aku bisa coba,pas makan kayak kepiting andai coba
6312,2024,  wkwkwk njalok" Kon iku rab rab,wkwkwk njalok kon iku rab rab
6313,2024,yang komen pada ngemis smua awowkkwk,komen ngemis awowkkwk
6314,2024,Kalau di tempatq namanya udang gala atau bahasa jawanya Congga hehee,tempatq nama udang gala bahasa jawanya congga hehe
6315,2024,KA aku udah follow kak wilie,kak follow kak wilie
6316,2024,Kak THR-nya brp?,kak thrnya
6317,2024,Ka aku udah follow kak wilie,kak follow kak wilie
6318,2024,Kk Willie akuau dong iPhone ny aku cuman pake hape orang tua 😔😔😔😔,willie akuau iphone nya cuman pakai hape orang tua wajah renung wajah renung wajah renung wajah renung
6319,2024,"Ka william mana hadiah buat aq.
Aq ngga pernah dpt hadiah dari kk.",kak william hadiah hadiah
6320,2024,Sangat terbaik🙌❤️,baik angkat tangan hati merah
6321,2024,Kak mau aipon 4 aipon pliss,kak aipon aipon plis
6322,2024, .k KERJA DULU TERUS BELI,ke kerja beli
6323,2024,  MAKANYA KERJA BIAR KEBELI,kerja biar kebel
6324,2024,KERJAAAA WOYYY,kerja woy
6325,2024,"Bissmillah ka willll thr nya walaupun uda telat, dari kmarin blm di respon:)",bissmillah kak wil thr nya telat kemarin respon
6326,2024,"Bang colab sama   buat suport projek ""KUALI MERAH PUTIH, MATANGKAN"" untuk saudara/i kita di Papua sana, saya nontonin video nya setelah liat podcast nya sama   dan sangat mengandung bawang, bantu up guys biar d notice 🙏🏻",bang colab suport projek kuali merah putih matang saudara papua nontonin video nya lihat podcast nya kandung bawang bantu up guys biar notice lipat tangan warna kulit cerah
6327,2024,Kalo ka wilie sultan beliin aku iphone ka,kalo kak wilie sultan belikan iphone kak
6328,2024,Bikin ngiler,bikin ngiler
6329,2024,Bang Will mau iphone nya hp gua udh lama bismillahirrahmanirrahim berhasil,bang wil iphone nya hp gua bismillahirrahmanirrahim hasil
6330,2024,Hlo bng ak mau hp,hlo bang hp
6331,2024,Bang wil aku uda pake lengkap lo.mn janji mu bang wil😢,bang wil pakai lengkap lomana janji mu bang wil wajah menang
6332,2024,Kak wil tolong dong pinjemin aku 5jt buat ongkos rantau 😭,kak wil tolong pinjemin jt ongkos rantau wajah menang keras
6333,2024,Wil ke papua dong  ,wil papua
6334,2024,Kak wili coba keliling jakarta barat sama sekalian dateng ke rumah aku❤️❤️aku udah folow dan sukrep,kak wili coba keliling jakarta barat rumah hati merah hati merah folow sukrep
6335,2024,Kak Willie bisa makan buaya☺️,kak willie makan buaya wajah senyum
6336,2024,Wil berani gak beliin sya coki coklat se 🚛 truk besar bismillah 1jt,wil berani belikan cok coklat lori gandeng truk bismillah jt
6337,2024,Pengen rasanya d sapa kak willy apalgi klo d kasih aipong😂🙏🙏,pengin sapa kak willy kalo kasih aipong wajah gembira urai air mata lipat tangan lipat tangan
6338,2024,"Bg    positive vibes, adem banget . Lu orang baik bg, tadinya sempet follow awalnya cuma iseng2 siapa tau hoki dapat cipratan online . Tp lama2 sering lihat kontennya malah bikin ak ga sampe lg kesitu pikirannya, but bikin inspirasi banyak orang , berbagi itu indah , berbagi itu lebih baik daripada meminta, banyak yang dibawah kita tp kita kurang bersyukur, lu bantu orang2 yg lebih banyak membutuhkan. Terus berbuat baik bg, smg kelak Allah SWT kasih kesempatan ak unt bs berbagi dg banyak orang spt lu bang",bang positive vibes adem banget lu orang bang follow isengiseng tau hoki ciprat online lamalama lihat konten bikin kesitu pikir but bikin inspirasi orang bagi indah bagi bawah syukur lu bantu orangorang butuh buat bang moga kelak allah swt kasih sempat unt bagi orang lu bang
6339,2024,Kak Will paket iPhone sampe gak ke Sumatra Utara bagi²nya padahal gak pernah dikasih sama THR🥲,kak wil paket iphone sumatra utara bagi nya kasih thr wajah senyum dengan air mata
6340,2024,Udah paket lengkap tapi gk dpet 😌,paket lengkap dpet wajah lega
6341,2024,kak aku boleh minta THR gak kak,kak thr kak
6342,2024,Halo bang,halo bang
6343,2024,Assalamualaikum kak aku udah folow dari lama tapi kaga dapet dapet jangan jangan setinggan bissmilah 500ribu,assalamualaikum kak folow kagak setinggan bissmilah ribu
6344,2024,Bismillah iphone 13 amiin,bismillah iphone amin
6345,2024,"hai ko aku tuh ngefans banget sama koko , koko tuh panutan aku banget aku pengen kaya koko yg bisa bantu orang sebanyak mungkin, tau gak sih aku ko dari koko tuh belajar bahwa ngebantu orang banyak  rezekinya akan ngalir terusss dan ga akan pernah abis🖤 aku cmn mau nitip pesen sama koko "" sehat sehat ya ko semoga rezeki nya makin nambah nambah, sukses terus ko buat sekarang dan seterus nya, terima kasih ko krna koko banyak org tersenyum bahagia atas ketulusan koko membantunya mereka dengan tulus🙏 ko angan lupa yaa untuk bersyukur terus ya ko apapun yang koko punya💐💪  ",hai tuh fan banget koko koko tuh panutan banget pengin kayak koko bantu orang tau sih koko tuh ajar bantu orang rezeki alir habis hati hitam cuman nitip pesan koko sehat sehat ya moga rezeki nya tambah tambah sukses terus nya terima kasih koko orang senyum bahagia tulus koko bantu tulus lipat tangan angan lupa ya syukur ya apa koko karang bunga lengan otot
6346,2024,Menyala KA wili kasih aku aipon dong,nyala kak wili kasih aipon
6347,2024,"Enak banget Ko... Tgl 26 ke tempat saya di Lampung Ko, anak saya nikahan🙏",enak banget tanggal lampung anak nikah lipat tangan
6348,2024,Kak mau opon pelss👏,kak opon pels tepuk tangan
6349,2024,Will coba dtang di kota Makassar pasti seruuu.....,wil coba dtang kota makassar seru
6350,2024,Dana kagetnya GK perna dapet padahal udah masuk link😂,dana kaget masuk link wajah gembira urai air mata
6351,2024,Info dana kagett,info dana kaget
6352,2024,"Kak Willie aku mau THR dong , aku belum kebagian baru pertama kali minta dari dulu komen gk pernah dibalas",kak willie thr bagi kali komen balas
6353,2024,udah bertahun ngikutin gak pernah dapat tampa usaha gak bakalan dapat,tahun ikut tampa usaha
6354,2024,Bissmillah dapat iphone dari kak wili🙌,bissmillah iphone kak wili angkat tangan
6355,2024,enak bgtt jadi pengen 😢😢,enak banget pengin wajah menang wajah menang
6356,2024,Kak Willie katanya mau bantu orang se-Indonesia tapi mama buktinya kok gak ada sih kak Willie pembohong besar 😒,kak willie bantu orang indonesia mama bukti sih kak willie bohong wajah bosan
6357,2024,Bismillah aipon 15 pro folowers lama bang,bismillah aipon pro folowers bang
6358,2024,"Willi,gw mau donk THR buat bangun kos2an buat ani2 atau gak PSK.kan lumayan nanti duit kos2an nya,daripada cuman team loe doank yg loe kasih 😂😂😂",willi gue thr bangun kosan ani pskkan lumayan duit kosan nya cuman team lo doang lo kasih wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata
6359,2024,Kenapa Dm aku gak di bls balas ka willie 🙌,dm balas balas kak willie angkat tangan
6360,2024,Pigramit bomba pigramit batu cepatlah buke pintu hati mu,pigramit bomba pigramit batu cepat buke pintu hati mu
6361,2024,Dek tolong bantu sy buat mudal usaha krna sy single mom sy sudh cpk kerja disuruh2 orang,dek tolong bantu mudal usaha single mom cpk kerja suruh orang
6362,2024,Bag mau dg😮,bag wajah dengan mulut buka
6363,2024,kak wili aku udah subscribe,kak wili subscribe
6364,2024,Kak wili aku mau iPhone,kak wili iphone
6365,2024,Kak Will iPhone buat belajar,kak wil iphone ajar
6366,2024,Info loker koh willy,info loker koh willy
6367,2024,"Apa harus WA kaka langsung baru di ajak borong😢, no WA kaka yang di frovil yaaaa😍😍🙌",wa kakak langsung ajak borong wajah menang no wa kakak frovil ya wajah senyum lebar mata hati wajah senyum lebar mata hati angkat tangan
6368,2024,Bang Wili aku minta thrnya dong buat top up ff sedikit aja jangan banyak²,bang wili thrnya top up f banyak
6369,2024,Aku pengen banget di ajak borong ka willi ke indomaret😍😢,pengin banget ajak borong kak willi indomaret wajah senyum lebar mata hati wajah menang
6370,2024,"Ka willi itu nomor WA kaka yang di profil ya, apakah yang di ajak borong harus WA kakak",kak willi nomor wa kakak profil ya ajak borong wa kakak
6371,2024,"Pengen di ajak borong, pasti gk bakalan di ajak borong😢",pengin ajak borong ajak borong wajah menang
6372,2024,Iphone gratis buat ngonten tiktok    Help me 😢🙏,iphone gratis ngonten tiktok help me wajah menang lipat tangan
6373,2024,"ka wily aku pengin iphone nya, udal lama ngikut ka wily, tapi yg dapet malah yang belum folow😭🙏🙏",kak wily pengin iphone nya udal ngikut kak wily folow wajah menang keras lipat tangan lipat tangan
6374,2024,Kak minta daimon ff id 9007330816  7000 DM aja kak,kak daimon f id dm kak
6375,2024,"  aamiin, smoga terkabul.",amin moga kabul
6376,2024,Di podcast bng densu berarti omongannya ga sesuai dong😂 tpi kayaknya iya sih.,podcast bang densu omong sesuai wajah gembira urai air mata kayak iya sih
6377,2024,Bang bagi duit,bang duit
6378,2024,Ka  iPhone,kak iphone
6379,2024,kak willie aku stay di tangerang butuh perkerjaan kak wiliee aku bisa nyetir kak willie punya sim A,kak willie stay tangerang butuh kerja kak wilie nyetir kak willie sim a
6380,2024,Belom pernah dapet thr dari kk wilii,thr wili
6381,2024,Bismillah dapet thr dari kak Willie salim🙏,bismillah thr kak willie salim lipat tangan
6382,2024,"Tuh gue follow semngat lagi bang, jangan lupa give hp buat belajar",tuh gue follow semangat bang lupa give hp ajar
6383,2024,Kk jagan ngemis kk😢,jagan ngemis wajah menang
6384,2024,Oke selamat ganteng itu kau punya rejeki sudah ganteng semoga kau sehat sehat terus karena smua manusia itu butuh kesehatan nomor satu kesehatan baru nomor dua uang,oke selamat ganteng kau rejeki ganteng moga kau sehat sehat manusia butuh sehat nomor sehat nomor uang
6385,2024,  betul tidak😂,wajah gembira urai air mata
6386,2024,Kan di kolam lu banyak will HP,kolam lu wil hp
6387,2024,Folloow gesssd,folloow gessd
6388,2024,Kami semua mintak maaf atas kesalahan kami😢😢😢😢,mintak maaf salah wajah menang wajah menang wajah menang wajah menang
6389,2024,Kak jangan berhenti,kak henti
6390,2024,Tim yg gak pernah ngemiss---------------->,tim ngemis
6391,2024,Kan 😗lu aja yang suruh bilang yang mau iphon tulis di kolom komentar ya,wajah beri cium lu suruh bilang iphon tulis kolom komentar ya
6392,2024,Yg ngemis kyk gk punya rumah kak wili🙏🙏,ngemis kayak rumah kak wili lipat tangan lipat tangan
6393,2024,  🔥🔥,api api
6394,2024,itu bukan sembarangan tapi itu juga membutuhkan juga,sembarang butuh
6395,2024,  😢,wajah menang
6396,2024,"Berhenti saja tidak apa apa, dunia tidak akan berubah kalau kak wilie berhenti ngonten",henti dunia ubah kak wilie henti ngonten
6397,2024,Khusnul khotimah will,khusnul khotimah wil
6398,2024,Maaf  kan marika,maaf marika
6399,2024,Kak mbk melly butuh uang,kak mbak melly butuh uang
6400,2024,Ya udah kenapa kamu bikin kayak begitu berhentikan aja kamu bicara cerita sedih lah kartu orang miskin jangan follower kamu terus😢 nanti kamu rugi tahu,ya bikin kayak henti bicara cerita sedih kartu orang miskin follower wajah menang rugi
6401,2024,Udah Berhenti aja gak peduli gua🗿,henti peduli gua moa
6402,2024,Ya udah bilang mau bagi bagi,ya bilang
6403,2024,Truslah berbagi untk org2 yg membutuhkan semoga Tuhan sllu memberkati 🙏🙏,truslah bagi orangorang butuh moga tuhan kati lipat tangan lipat tangan
6404,2024,Ok deh bang aku gk ngemis lagi 😢,ok deh bang ngemis wajah menang
6405,2024,Maafin kita 🙏,maaf lipat tangan
6406,2024,Duite wes entek?,duite wes entek
6407,2024,Parah lu bi,parah lu bi
6408,2024,Semangat ya bang😢,semangat ya bang wajah menang
6409,2024,Kak aku habis ketipu ngakunya aku dapet hadiah  suruh transfer 150 eh gak tahunya nipu itu  yg di  pakai semua gebyar hadiah kak willie meyakinkan ternyata cuman mau nipu,kak habis tipu ngakunya hadiah suruh transfer eh tahu nipu pakai gebyar hadiah kak willie cuman nipu
6410,2024,Bang belik kan sabu bang 💪🔥🔥,bang belik sabu bang lengan otot api api
6411,2024,Mangkakno cok kon iku goblok jancok  wayae ngene sambat cok cok,mangkakno cok kon iku goblok jancok wayae ngene sambat cok cok
6412,2024,Aku stress sama temen ku gara2 mlbb,stres teman ku garagara mlb
6413,2024,Mau dong kak d Kasih Kerjaan Sama kak willi,kak kasih kerja kak willi
6414,2024,Kk semagat ya kk,semagat ya
6415,2024,Kak mintak surga,kak mintak surga
6416,2024,Kak mintak rumah istana,kak mintak rumah istana
6417,2024,Kak mintak pesawat,kak mintak pesawat
6418,2024,Kak mintak mobil,kak mintak mobil
6419,2024,Kak minta motor,kak motor
6420,2024,Kk kalo ada orang yang belum folow jangan di layanin,kalo orang folow layanin
6421,2024,hayang zx urang haha,hayang zx urang haha
6422,2024,  pisui min😂,pisui min wajah gembira urai air mata
6423,2024,Nah lu yang mulai duluan anjg😂😂😂😂,lu duluan anjg wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata
6424,2024,"Emng sedih klo dibilang jdi pengemis online. Lagi merintis jdi affiliator, giliran lagi semangat2 nya, kendala di hp, mau bkin video dan proses editing memori full terus, tiba2 hp lemot, dan akhirnya blank. Gimana mau semangat coba😢😢😢",sedih kalo bilang emis online rintis affiliator gilir semangat nya kendala hp bikin video proses editing memori ful hp lot blank semangat coba wajah menang wajah menang wajah menang
6425,2024,Japngan kak ya plis❤️🙏,japngan kak ya plis hati merah lipat tangan
6426,2024,Kak will jangan berhenti bikin kontennya 🥺🥺,kak wil henti bikin konten wajah memelas wajah memelas
6427,2024,Sabar ya kak willie😢,sabar ya kak willie wajah menang
6428,2024,Tim gak pernah ngemiss--------->>,tim ngemis
6429,2024,Tetap kuat ya 😢😢💪💪🙏🙏❤️❤️,kuat ya wajah menang wajah menang lengan otot lengan otot lipat tangan lipat tangan hati merah hati merah
6430,2024,Berenti aja🗿🤣🤣🗿,renti moa tertawa terbahakbahak tertawa terbahakbahak moa
6431,2024,Maaf ya kak bikin malu kakak🙏,maaf ya kak bikin malu kakak lipat tangan
6432,2024,DI TIKTOK AKU LIAT DIA BILANG "YANG MAU IPHONE PAKET LENGKAP" COY😔🤙,tiktok lihat bilang iphone paket lengkap coy wajah renung panggil saya
6433,2024,Boong kali ni wilie,bohong kali nih wilie
6434,2024,"bang wili ga salah,yang salah yang ngemis' ke bang wili,yang sabar ya bang",bang wili salah salah ngemis bang wili sabar ya bang
6435,2024,  🤣,tertawa terbahakbahak
6436,2024,Kasihanilah para penonton,kasihan tonton
6437,2024,semangat ka wiliy ngonten nya 🙏❤️❤️,semangat kak wiliy ngonten nya lipat tangan hati merah hati merah
6438,2024,Kak bagi hp ip dong,kak hp ip
6439,2024,"Dikotaku gk ada yg kayak gitu,apalagi saya di kampung,gk ada yang bantu",kota kayak kampung bantu
6440,2024,Kasi saya kerjaan bis,kasih kerja bis
6441,2024,Banyak orang susah bang,orang susah bang
6442,2024,Siapa jir yang ngemis sama willie🗿,jir ngemis willie moa
6443,2024,Semangat kak willie😍,semangat kak willie wajah senyum lebar mata hati
6444,2024,Oh do wik,oh wig
6445,2024,Sy jg LG butuh banget bg🙏🙏🙏 Krn sy gk punyak apa2 emang benar yg abng bilang itu tp sy LG butuh aja secukupnya,butuh banget bang lipat tangan lipat tangan lipat tangan punyak apaapa abng bilang butuh
6446,2024,ka aku ikut kerja sama kk gimn blh,kak kerja
6447,2024,Sabar karena will,sabar wil
6448,2024,😢 😭 maafkan semua nya ka wiliie kita minta maaf semu nya karena kaya gini orang jyga butuh kehutuhan😢🙏,wajah menang wajah menang keras maaf nya kak wiliie maaf semu nya kayak orang jyga butuh kehutuhan wajah menang lipat tangan
6449,2024,Kak minta bumi,kak bumi
6450,2024,Kak minta duit,kak duit
6451,2024,Kak minta hp,kak hp
6452,2024,Kak minta rumah,kak rumah
6453,2024,Yang sabar bg Willie semangat terus salam dari Bangka bg(Petaling Banjar)💪,sabar bang willie semangat salam bangka bang petaling banjar lengan otot
6454,2024,Assalamualaikum laudah kalo kak Willie mau berhenti mah lagian aku gak pernah di kasih 😢😢,assalamualaikum laudah kalo kak willie henti mah kasih wajah menang wajah menang
6455,2024,Aku mau buka usaha bang,buka usaha bang
6456,2024,"Sekarang sdh banyakmenggunakan nama kakak Willie Salim,,,,sy hampir jg kenatipu menang undian dari profil kakak ....padahal sdh senang banget dapat hadiah uang dari kak Willie Salim padahal butuh sekali buat berobat......",banyakmenggunakan nama kakak willie salim saya kenatipu menang undi profil kakak senang banget hadiah uang kak willie salim butuh obat
6457,2024,Dih cari perhatian,dih cari perhati
6458,2024,Kk bisa ngga kk kasih aku uang 100rb aja🙏🙏,kasih uang rb lipat tangan lipat tangan
6459,2024,Ka minta rumah 1,kak rumah
6460,2024,Ba**W*** Season 2,ba gue season
6461,2024,Makanya bang kalo mau berbagi jangan di publish apa lagi di kontenin ini warga 62+ inget brooo👍,bang kalo bagi publish kontenin warga bro jempol ke atas
6462,2024,Nanti aku klo udah gd aku pingin banget jadi Ka Wili yg baik dan  pekerja keras,kalo gd pengin banget kak wili kerja keras
6463,2024,"Lu nya bang yg, gk mikir",lu nya bang mikir
6464,2024,Semangat bang,semangat bang
6465,2024,Jangan bg gw yakin lu pasti bisa jadi orang lebih bang gw ad ide gimana lu bikin usaha yang banyak bg masalah orang ngemis di ban aja bang di komentar nya 🔥semngat abngkuh aku percaya sampean🔥🔥🔥🔥🔥🔥🔥🔥🔥,bang gue lu orang bang gue ide lu bikin usaha bang orang ngemis ban bang komentar nya api semangat abngkuh percaya sampean api api api api api api api api api
6466,2024,Yang sabar aja ya ka,sabar ya kak
6467,2024,Wil aku nggak mau kamu tutup jangan wil😭😭😭😭😭,wil tutup wil wajah menang keras wajah menang keras wajah menang keras wajah menang keras wajah menang keras
6468,2024,Ada peribahasa: "tangan kanan memberi tangan kiri gak liat"💪,peribahasa tangan kanan tangan kiri lihat lengan otot
6469,2024,Kasian banger ❤️❤️❤️❤️,kasihan banget hati merah hati merah hati merah hati merah
6470,2024,Mangat will💪,mangat wil lengan otot
6471,2024,terus di agama kami jg tdk diperkenankan untuk Poligami 🙏,agama kenan poligami lipat tangan
6472,2024,"bantu jwb ka, di agama kami kalau menuju jenjang pernikahan ada tahapan salahsatunya Perkenalan (aka Pacaran). Kanapa? krna di agama kami ""Menikah hanya boleh 1 kali untuk seumur hidup"". Jadi bijak"" nya memilih pasangan yang sepadan. Krna seumur hidup itu ngga sebentar 😊😆",bantu kak agama jenjang nikah tahap salahsatunya kenal aka pacar agama meni kali umur hidup bijak nya pilih pasang padan umur hidup sebentar wajah senyum dengan mata bahagia wajah senyum lebar dan mejam mata
6473,2024,Loe Bpk nya?😅,lo bpk nya wajah senyum lebar dan keringat
6474,2024,Semoga Sampe Pelaminan Amin🤲,moga pelamin amin tangan angkat dan rapat sama
6475,2024,Kak bantu sy buat beli bentor,kak bantu beli bentor
6476,2024,Kaka Willi 🙌bantu Saya,kakak willi angkat tangan bantu
6477,2024,"kak, izin sebelumnya kak bisa minta tolong??? apa sajaa kak aku trima di kasih loker pun aku trima asal bisa buat anak remaja Alhamdulillah, aku punya dua adik dan mama single parent, karena aku dan adik anak yatim^^, mama sudah 2bulan tdk ada penghasilan.. dan ekonomi anjlok sekali… dan aku pergokin mama makan-makanan sisa aku dan dua adik aku, engga ada kata” keluar aku langsung peluk mama dan nangis bareng… brbrpa hari lalu pun adik ku abis di buli karena gabisa beli seragam baru:( yaAllah😭😭 tanpa alm.ayah sangat berat sekali, sebelumnya aku sempat dapat loker namun tdk ada penghasilan yang masuk jg pdhal sudah kerja… kak maaf kalo gasopan ya☹️☹️🙏🏻🙏🏻, barangkali kaka bisa bantu aku dan keluarga… loker pun saya trima kak, aku ga tega lihat mama dan adik ku, pengen lihat mereka senyum lagi😭😭😭😭😭😭😭SEKALI LAGI MOHON MAAF DAN TERIMAKASIH, karena pahala membantu anak yatim sangat besar❤️❤️‍🩹",kak izin kak tolong kak terima kasih loker terima anak remaja alhamdulillah adik mama single parent adik anak yatim mama bulan hasil ekonomi anjlok sekali pergokin mama makanmakanan sisa adik langsung peluk mama menang bareng brbrpa adik ku habis buli beli seragam yaallah wajah menang keras wajah menang keras almarhumayah berat loker hasil masuk kerja kak maaf kalo gasopan ya wajah cemberut wajah cemberut lipat tangan warna kulit cerah lipat tangan warna kulit cerah barangkali kakak bantu keluarga loker terima kak tega lihat mama adik ku pengin lihat senyum wajah menang keras wajah menang keras wajah menang keras wajah menang keras wajah menang keras wajah menang keras wajah menang keras mohon maaf terimakasih pahala bantu anak yatim hati merah obat hati luka
6478,2024,  kak ajak aku makn di sambak dong🙏😢,kak ajak makn sambak lipat tangan wajah menang
6479,2024,Kirain pilme Masi di baduy,pilme baduy
6480,2024,  kalau orang muslim masuk surga kalau kafir neraka,orang muslim masuk surga kafir neraka
6481,2024,Ih lucu 👏👏,ih lucu tepuk tangan tepuk tangan
6482,2024,      Berani nggak bantu saya 😁,berani bantu wajah gembira dengan mata bahagia
6483,2024,udah lama sya jadi follow wer kk Wili GK pernah dpat apa²  saber aja dlu mana tau dapet iPhone 😁👍🏻,follow wer wili dpat apa saber tau iphone wajah gembira dengan mata bahagia jempol ke atas warna kulit cerah
6484,2024,Cocok banget 😍,cocok banget wajah senyum lebar mata hati
6485,2024,Semoga sampai nikah kah,moga nikah kah
6486,2024,Kak mau hadia dong kak soal ny pas tanggal 1 juni aku gada yg ngasih kado😭,kak hadia kak nya pas tanggal juni asih kado wajah menang keras
6487,2024,"Lucu, kayak anak SD lagi mainan😂😂",lucu kayak anak sd main wajah gembira urai air mata wajah gembira urai air mata
6488,2024,Kk willy say juga mau dong uang buat lunasi hutang orang tua 🙏,willy sayang uang lunas hutang orang tua lipat tangan
6489,2024,"😢kak Willie bismillah semoga kak Willie mau bantu aku,butuh bgt biaya utk biaya lahiran dan mkn sehari2 karna saya sedang hamil dan tdk ada pekerjaan yg Nerima saya😭ketambah lagi g ada seorg pria yg bertanggung jawab membiayai saya",wajah menang kak willie bismillah moga kak willie bantu butuh banget biaya biaya lahir hari hamil kerja terima wajah menang keras tambah pria tanggung biaya
6490,2024,Saya hanya mau bukti. Kalo emang bener ini Chanel bagiin uang dari ko Willi. Saya mau dapet gak kalo dapet. Saya baru percaya,bukti kalo chanel bagi uang willi kalo percaya
6491,2024,YouTube tiktok Instragram Facebook semua udh follow berharap ketemu KA willi dan bisa ngasih hp soalnya hp udh lemot banget,youtube tiktok instragram facebook follow harap ketemu kak willi asih hp hp lot banget
6492,2024,Semoga lageng sampe hari pernikahan kelak. Ka will.,moga lageng nikah kelak kak wil
6493,2024,  loh Vilmei lebih tua dari Willie??😭 baru tau,loh vilmei tua willie wajah menang keras tau
6494,2024,"  Will ,klo lu beneran kaya mana gk pernah sampe tanah jawa!!!",wil kalo lu benar kayak tanah jawa
6495,2024,Panjang umur sehat selalu KA Willy 😢 ko aku,umur sehat kak willy wajah menang
6496,2024,Semoga dapet Rizky mampir ke ulta aq tgl 17juni,moga rizky mampir ulta tanggal juni
6497,2024,"Iya, benar haditsnya itu bg. Tapi kan mereka non muslim.🙏",iya haditsnya bang non muslim lipat tangan
6498,2024,Kak wili tolong bantu aku kak😢,kak wili tolong bantu kak wajah menang
6499,2024,Gua tantang lo buat sekolahan gratis.,gua tantang lo sekolah gratis
6500,2024,Langgeng trus kak,langgeng kak
6501,2024,PLISSS KAK WILII😭,plis kak wili wajah menang keras
6502,2024,Will mampu ga bikin panti asuhan. bismillah apa aja.,wil bikin panti asuh bismillah
6503,2024,Kk semangat gontenya,semangat gontenya
6504,2024,Semoga bisa dapet uang dari bang Willy aminn 100rb saja😊,moga uang bang willy amin rb wajah senyum dengan mata bahagia
6505,2024, .madji     gasss ngabb,madji gas ngab
6506,2024,"  iya emg segacor itu ka,  makasi ud infoin web ini ya",iya segacor kak terima kasih infoin web ya
6507,2024,"  terima kasih banget kak infonya, tadi gua cobain modal 30k aja bisa jadi 2jutaan kak",terima kasih banget kak info gua coba modal k juta kak
6508,2024,  boljug nih cobain ahh,boljug nih coba ah
6509,2024,  hmm oke boleh dicoba lah iseng2 berhadiah dari pada bengong doang,hm oke coba isengiseng hadiah bengong doang
6510,2024,"  masi aja bingung ngab ketik aja di google Pecah138, modal senam jari dpt dokuu",bingung ngab ketik google pecah modal senam jari doku
6511,2024,Bukan soal materi tpi nikah jga butuh kuat lahir batin woi,materi nikah butuh kuat lahir batin woi
6512,2024,  cari pacar mah yang tulus2 aja bor ngga perlu duit banyak,cari pacar mah tulus bor duit
6513,2024,Enak yaa punya pacar huhuu gue mau nyari pacar males ngga punya duit butuh duit cepet nih😭,enak ya pacar huhu gue cari pacar malas duit butuh duit cepat nih wajah menang keras
6514,2024,Kebahagiaan nggak memandang umur,bahagia pandang umur
6515,2024,Kak wilie aku pengen ke rumah kak willie mau kekolam renang yg ada hadiahnya di rumah kak willie 🥺🥺,kak wilie pengin rumah kak willie kolam renang hadiah rumah kak willie wajah memelas wajah memelas
6516,2024,Mn hadiah y,hadiah ya
6517,2024,Blitar Jawa Timur,blitar jawa timur
6518,2024,  12jt bnyk bener kakk,jt kak
6519,2024,"Terimakasih kasih ka   udah membatu masyarakat Indonesia sampai luar Indonesia udah ka Willy bantu sampai sekarang ini, tinggal saya yang belum pernah dapet tapi jujur saya suka banget liat orang2 yang seperti saya ini , terimakasih ka   udah bantu kita orang yang kurang mampu🫶🥺🥺😭",terimakasih kasih kak batu masyarakat indonesia indonesia kak willy bantu tinggal jujur suka banget lihat orangorang terimakasih kak bantu orang mampu wajah memelas wajah memelas wajah menang keras
6520,2024,Mnimal cwo umur 25 ka.....,mnimal cowok umur kak
6521,2024,Emang lebih tua vilmei daripada willie?baru tahu aku🙏,tua vilmei willie lipat tangan
6522,2024,Ga ush bawa agama say,bawa agama sayang
6523,2024,Serasi banget 🔥,serasi banget api
6524,2024,Belum sah jangan deket deketan 😂,sah deketan wajah gembira urai air mata
6525,2024,"Saya juga bisa lbh mesra sama suami saya ... 
Kontentnya bln terbukti nyata sudah lama follow tp ga prnh dpt hadiah",mesra suami kontentnya bukti nyata follow hadiah
6526,2024,"Jgn judge orang dr cover nya tp liat isinya dong, semua orng kaya baik di seluruh dunia seklipun jg dari nol mulai nya tp disaat mrka susah ap klian tau.. Kalian hnya tau hasilnya doank tp d balik kesusahan mrka klian tdk tau n bahkan mgkn tdk bs membantu, cba klo sudah kaya baru kalian mulai dekat 1 per 1.. Jd jgn omongan klian tuh membuat orng lain jd MARAH. Berpikir dan bertutur kata dgn bijak dan baik lah.. Didunia ini manusia tuh tdk ada yg sempurna, jika mrka kaya dan sukses apa urusannya dgn klian?? Justru kita yg harus koreksi diri dan berpikir kenapa mrka bisa sukses n kaya sedangkan saya kok belum ya? Itu yg harusnya kita pikir bukan mengejudge orng tp kita jg hrs berpikir u/ maju donk... Setuju will? Maaf klo komentar sya ada kata2 yg tdk enak mohon maaf ya🙏🏻 ",judge orang cover nya lihat isi orang kayak dunia seklipun nol nya saat susah tau tau hasil doang susah tau n bantu coba kalo kayak omong tuh orang marah pikir bijak dunia manusia tuh sempurna kayak sukses urus koreksi pikir sukses n kayak ya pikir mengejudge orang pikir lu maju tuju wil maaf kalo komentar katakata enak mohon maaf ya lipat tangan warna kulit cerah
6527,2024,"Ini bikin miris, kok kasus dirut TVRI kayak gini aja terus ya?      .jabar  .kpk          .polri  ",bikin miris dirut tvri kayak ya jabar kpk polri
6528,2024,Sudah berapa lamah pacaran belum menikah,lamah pacar meni
6529,2024,"Kapan giliran aku Y bg willie,salam dari Sumatra Utara,jangan php an bg willie",gilir ya bang willie salam sumatra utara php an bang willie
6530,2024,Emang ngk ada tanding KA will😍,tanding kak wil wajah senyum lebar mata hati
